"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","stateNumberCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","hash","lastRefresh","id","fips","beginyear"
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,9,99009,"Calvert (County)",11192,"6e9e8c88680417fc6168c07c7162dd79",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6caf",24009,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,11,99011,"Caroline (County)",11192,"c6faa54ac9e0f2bb6e9ac231f6653350",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cb2",24011,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,13,99013,"Carroll (County)",11192,"6ad02e7827b6d665d896ad01643dfe04",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cb5",24013,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,15,99015,"Cecil (County)",11192,"b9e0d2e0e8a16a0117a5ac94ff46e689",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cb8",24015,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,19,99019,"Dorchester (County)",11192,"00b506f025b69841552771660eaca2e3",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cbe",24019,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,29,99029,"Kent (County)",11192,"6a4523445b4de42e047edc26e0784bf9",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cc4",24029,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,21,99021,"Frederick (County)",11192,"4aaa2ea6c8dc95a504181cab491c5914",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cc7",24021,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,31,99031,"Montgomery (County)",11192,"36bbcdd4383d090f9751fe80a9fb30a5",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cd0",24031,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,25,99025,"Harford (County)",11192,"2c5292db09a4f44ca6eb5e49f716e16d",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cd5",24025,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,27,99027,"Howard (County)",11192,"56d63d46c604938ed0f7494d81b3ce28",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cd7",24027,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,33,99033,"Prince George's (County)",11192,"566fa2262dd7b7a177738b4c0630328d",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6ced",24033,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,35,99035,"Queen Anne's (County)",11192,"d01d2dbcad2a3ac6a360bdf33e96f360",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cf1",24035,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,43,99043,"Washington (County)",11192,"26bc8b9601fb012e34c01d4d2069263a",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6cff",24043,2011
"EM-3336-DE",3336,"DE","EM",2011-08-28 05:25:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-08-31 04:00:00,2014-04-29 04:00:00,10,1,99001,"Kent (County)",11196,"879223a1ddc5540a5f4f0e844e2720ea",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d01",10001,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,510,4000,"Baltimore",11192,"bd83a0c0febf505efc2992102b3fb3f5",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d05",24510,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,47,99047,"Worcester (County)",11192,"3f0b750102a2247d3554ad1fa31a0ecf",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d07",24047,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,1,99001,"Addison (County)",11198,"88800e025e9d2b6fe865fef255bd3ceb",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d20",50001,2011
"EM-3337-DC",3337,"DC","EM",2011-08-28 05:25:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-01 04:00:00,2013-11-20 04:59:00,11,1,99001,"District of Columbia (County-equivalent)",11197,"442102cb9e897a49ae58a4fea5400487",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d24",11001,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,45,99045,"Wicomico (County)",11192,"66e8d61e33a5f632200dbeaac52d3a44",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d28",24045,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,41,99041,"Talbot (County)",11192,"12bec4a433b24d5be5fef330d27d22b4",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d29",24041,2011
"EM-3336-DE",3336,"DE","EM",2011-08-28 05:25:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-08-31 04:00:00,2014-04-29 04:00:00,10,3,99003,"New Castle (County)",11196,"f89dda80f26b2cd0a4cfb3c802b62eaa",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d2f",10003,2011
"EM-3336-DE",3336,"DE","EM",2011-08-28 05:25:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-08-31 04:00:00,2014-04-29 04:00:00,10,5,99005,"Sussex (County)",11196,"4893d8758a0d3f00c605a4d431ccdf1b",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d32",10005,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,37,99037,"St. Mary's (County)",11192,"a30a2dcde071d33f528f8c8acec499c4",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d35",24037,2011
"EM-3335-MD",3335,"MD","EM",2011-08-27 17:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-05 04:00:00,2014-08-28 03:59:00,24,39,99039,"Somerset (County)",11192,"21f0d634047ad9df0df1ea707f2c1e0d",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d38",24039,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,9,99009,"Essex (County)",11198,"55b0893d4d9acd63580db183e59c310b",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d48",50009,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,13,99013,"Grand Isle (County)",11198,"e9fa1bd7196a238ce86f9868cde79d47",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d4f",50013,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,7,99007,"Chittenden (County)",11198,"dbfa7e5d9e41a46d6439b631d64a2a5a",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d56",50007,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,5,99005,"Caledonia (County)",11198,"9cc161eed4d739c48777d9cfd9cc8a80",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d5d",50005,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,11,99011,"Franklin (County)",11198,"c788e83b8e69a24b591eb502d15923d7",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d65",50011,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,15,99015,"Lamoille (County)",11198,"a6d72f8c582fe396170ab14d94ffe89f",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d67",50015,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,27,99027,"Windsor (County)",11198,"f1a119cb0ccf51bd482ff20122edfe32",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d6b",50027,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,17,99017,"Orange (County)",11198,"9fdf82696549fcc15ddb3667b6ca02e8",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d6e",50017,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,19,99019,"Orleans (County)",11198,"4f76794cdc72812df2397af553158c42",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d71",50019,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,3,99003,"Bennington (County)",11198,"22ee9fcdca17ef4c596d4a10e166b08c",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d75",50003,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,23,99023,"Washington (County)",11198,"dd3a0c7898c0a6b7d2ff584e2b8022f2",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d79",50023,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,25,99025,"Windham (County)",11198,"d682a8e3b62edd51b3c19dcb264f7098",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d7f",50025,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,79,99079,"Luzerne (County)",11199,"068f2d9271a7acb15beef900e0475d6c",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d87",42079,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,29,99029,"Chester (County)",11199,"37c65c3422e2656ce409b3d698a7924b",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d8b",42029,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,45,99045,"Delaware (County)",11199,"ddcc6bf0be0a68e3d7a4c95e90f57758",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d91",42045,2011
"EM-3338-VT",3338,"VT","EM",2011-08-29 04:00:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 04:00:00,2011-09-02 04:00:00,2014-03-10 04:00:00,50,21,99021,"Rutland (County)",11198,"761e7ec91a3ff86ab6d27d4fe76fb409",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d94",50021,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,17,99017,"Bucks (County)",11199,"f4f2e8f540912352fb5315f920df3e68",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d95",42017,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,91,99091,"Montgomery (County)",11199,"4a55366509a5dc6b422be5b07d743352",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6d9e",42091,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,101,99101,"Philadelphia (County)",11199,"34b78ec2a8dc2db6853e6c72cd1707dc",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6da8",42101,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,103,99103,"Pike (County)",11199,"bb91ba110ffba14e73da328b5038a42f",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6dac",42103,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,127,99127,"Wayne (County)",11199,"af11e58fb3b0f8b4b38f6edb771d199c",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6db1",42127,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,89,99089,"Monroe (County)",11199,"5264732acce27b74afa1c5fb8fdbfc1c",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6db3",42089,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,131,99131,"Wyoming (County)",11199,"6c30068f9544e0533f544c9915d9c9ed",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6db7",42131,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,95,99095,"Northampton (County)",11199,"97564e5329686e979d4d1a8cc9937258",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6db9",42095,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,113,99113,"Sullivan (County)",11199,"4549ed5be7b6c550a46359c7e470c5ef",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6dbd",42113,2011
"EM-3339-PA",3339,"PA","EM",2011-08-30 00:30:00,2011,"Hurricane","HURRICANE IRENE",0,0,1,0,2011-08-26 10:00:00,2011-09-14 04:00:00,2013-12-18 05:00:00,42,77,99077,"Lehigh (County)",11199,"3f40ce957b6c465237c935d9bb7fbe11",2020-10-05 14:22:15,"5f7b2c1731a8c6681cfe6dc7",42077,2011
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,1,99001,"Acadia (Parish)",12075,"4c73c0719f185f1d39f4cc812381c6b0",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe732a",22001,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,5,99005,"Ascension (Parish)",12075,"210e060bf09d3c90ec10bb6186fbb7b6",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7338",22005,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,7,99007,"Assumption (Parish)",12075,"eefb58ea4c0127ca7206227ee2d0c64a",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe733d",22007,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,23,99023,"Cameron (Parish)",12075,"4250f3b2cc2c6c7cea48cff5d7f5e0f5",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe733e",22023,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,9,99009,"Avoyelles (Parish)",12075,"e166d9717480cfb196018443b72477c7",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7341",22009,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,33,99033,"East Baton Rouge (Parish)",12075,"7f70b9f2b641e8f984e704cbc63987d2",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7344",22033,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,3,99003,"Allen (Parish)",12075,"fce1721d0b324279eec6425db254bd75",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe734b",22003,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,41,99041,"Franklin (Parish)",12075,"f2348fafcd7e02fd19757d42965ffbeb",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7351",22041,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,45,99045,"Iberia (Parish)",12075,"38c40ed48abb5234476fb47e69b555fc",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7355",22045,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,47,99047,"Iberville (Parish)",12075,"6e92e71564f8f1105ad3cd7cf8bc61eb",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7359",22047,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,51,99051,"Jefferson (Parish)",12075,"2896724497154d2b84eeb3231f309aeb",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe735d",22051,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,53,99053,"Jefferson Davis (Parish)",12075,"6f1b8f7030af959c48feb36802117ce1",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe735f",22053,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,37,99037,"East Feliciana (Parish)",12075,"50feee9f3a407cd4ffa709fb16bfa8b9",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7365",22037,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,67,99067,"Morehouse (Parish)",12075,"1120bbaea3819912945be677490908c7",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7368",22067,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,63,99063,"Livingston (Parish)",12075,"bd0303e1c65acfabb8a09cf099aff76e",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe736a",22063,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,69,99069,"Natchitoches (Parish)",12075,"31e81a533b594dd606f2d39145689a69",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7374",22069,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,57,99057,"Lafourche (Parish)",12075,"21a534d54c252ea27ba44b66b42827ce",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7378",22057,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,75,99075,"Plaquemines (Parish)",12075,"9a208e3418230b151dd7593e6cdcac60",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe737a",22075,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,71,99071,"Orleans (Parish)",12075,"8cd96224e1f2236bd93c9ec1146d9237",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7387",22071,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,73,99073,"Ouachita (Parish)",12075,"67a2a4b826862e3b64e92414040ebe52",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe738d",22073,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,87,99087,"St. Bernard (Parish)",12075,"6626b3dfeb06a1295c1c34c9637596ca",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe738f",22087,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,89,99089,"St. Charles (Parish)",12075,"009b12001fdf6f2f4cdb6df527cc4f8e",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7393",22089,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,91,99091,"St. Helena (Parish)",12075,"9424f255383b2cc57234bbe901dc0ca9",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe7399",22091,2012
"EM-3347-LA",3347,"LA","EM",2012-08-27 19:15:00,2012,"Hurricane","TROPICAL STORM ISAAC",0,0,1,0,2012-08-26 04:00:00,2012-09-10 04:00:00,2015-06-18 03:59:00,22,95,99095,"St. John the Baptist (Parish)",12075,"8b1ffb197406bc507d35cf7f2fb8589e",2020-10-05 14:22:16,"5f7b2c1831a8c6681cfe739a",22095,2012
